position,const,created,modified,description,Title,Title Type,IMDb Rating,Runtime,Year,Votes,ReleaseDate,URL,Director,Genre
729,tt0367594,Wed Feb 26 23:07:50 2014,Wed Feb 26 23:07:50 2014,,Charlie and the Chocolate Factory,Feature Film,6.7,115,2005,353632,7/10/2005,http://www.imdb.com/title/tt0367594/,Tim Burton,comedy
729,tt0367594,Wed Feb 26 23:07:50 2014,Wed Feb 26 23:07:50 2014,,Charlie and the Chocolate Factory,Feature Film,6.7,115,2005,353632,7/10/2005,http://www.imdb.com/title/tt0367594/,Tim Burton,family
729,tt0367594,Wed Feb 26 23:07:50 2014,Wed Feb 26 23:07:50 2014,,Charlie and the Chocolate Factory,Feature Film,6.7,115,2005,353632,7/10/2005,http://www.imdb.com/title/tt0367594/,Tim Burton,fantasy
730,tt0367652,Wed Feb 26 23:08:06 2014,Wed Feb 26 23:08:06 2014,,Deuce Bigalow: European Gigolo,Feature Film,4.6,83,2005,43515,8/6/2005,http://www.imdb.com/title/tt0367652/,Mike Bigelow,comedy
731,tt0106598,Wed Feb 26 23:08:35 2014,Wed Feb 26 23:08:35 2014,,Coneheads,Feature Film,5.3,88,1993,44313,7/23/1993,http://www.imdb.com/title/tt0106598/,Steve Barron,comedy
731,tt0106598,Wed Feb 26 23:08:35 2014,Wed Feb 26 23:08:35 2014,,Coneheads,Feature Film,5.3,88,1993,44313,7/23/1993,http://www.imdb.com/title/tt0106598/,Steve Barron,sci_fi
732,tt0287717,Wed Feb 26 23:08:37 2014,Wed Feb 26 23:08:37 2014,,Spy Kids 2: Island of Lost Dreams,Feature Film,5.1,100,2002,49473,8/7/2002,http://www.imdb.com/title/tt0287717/,Robert Rodriguez,action
732,tt0287717,Wed Feb 26 23:08:37 2014,Wed Feb 26 23:08:37 2014,,Spy Kids 2: Island of Lost Dreams,Feature Film,5.1,100,2002,49473,8/7/2002,http://www.imdb.com/title/tt0287717/,Robert Rodriguez,adventure
732,tt0287717,Wed Feb 26 23:08:37 2014,Wed Feb 26 23:08:37 2014,,Spy Kids 2: Island of Lost Dreams,Feature Film,5.1,100,2002,49473,8/7/2002,http://www.imdb.com/title/tt0287717/,Robert Rodriguez,comedy
732,tt0287717,Wed Feb 26 23:08:37 2014,Wed Feb 26 23:08:37 2014,,Spy Kids 2: Island of Lost Dreams,Feature Film,5.1,100,2002,49473,8/7/2002,http://www.imdb.com/title/tt0287717/,Robert Rodriguez,family
732,tt0287717,Wed Feb 26 23:08:37 2014,Wed Feb 26 23:08:37 2014,,Spy Kids 2: Island of Lost Dreams,Feature Film,5.1,100,2002,49473,8/7/2002,http://www.imdb.com/title/tt0287717/,Robert Rodriguez,sci_fi
733,tt0061852,Wed Feb 26 23:09:34 2014,Wed Feb 26 23:09:34 2014,,The Jungle Book,Feature Film,7.6,78,1967,136270,10/18/1967,http://www.imdb.com/title/tt0061852/,Wolfgang Reitherman,animation
733,tt0061852,Wed Feb 26 23:09:34 2014,Wed Feb 26 23:09:34 2014,,The Jungle Book,Feature Film,7.6,78,1967,136270,10/18/1967,http://www.imdb.com/title/tt0061852/,Wolfgang Reitherman,adventure
733,tt0061852,Wed Feb 26 23:09:34 2014,Wed Feb 26 23:09:34 2014,,The Jungle Book,Feature Film,7.6,78,1967,136270,10/18/1967,http://www.imdb.com/title/tt0061852/,Wolfgang Reitherman,family
733,tt0061852,Wed Feb 26 23:09:34 2014,Wed Feb 26 23:09:34 2014,,The Jungle Book,Feature Film,7.6,78,1967,136270,10/18/1967,http://www.imdb.com/title/tt0061852/,Wolfgang Reitherman,musical
734,tt0120855,Wed Feb 26 23:09:46 2014,Wed Feb 26 23:09:46 2014,,Tarzan,Feature Film,7.2,88,1999,161984,6/12/1999,http://www.imdb.com/title/tt0120855/,Chris Buck,animation
734,tt0120855,Wed Feb 26 23:09:46 2014,Wed Feb 26 23:09:46 2014,,Tarzan,Feature Film,7.2,88,1999,161984,6/12/1999,http://www.imdb.com/title/tt0120855/,Chris Buck,adventure
734,tt0120855,Wed Feb 26 23:09:46 2014,Wed Feb 26 23:09:46 2014,,Tarzan,Feature Film,7.2,88,1999,161984,6/12/1999,http://www.imdb.com/title/tt0120855/,Chris Buck,family
734,tt0120855,Wed Feb 26 23:09:46 2014,Wed Feb 26 23:09:46 2014,,Tarzan,Feature Film,7.2,88,1999,161984,6/12/1999,http://www.imdb.com/title/tt0120855/,Chris Buck,romance
735,tt0034492,Wed Feb 26 23:10:09 2014,Wed Feb 26 23:10:09 2014,,Bambi,Feature Film,7.3,70,1942,105262,8/8/1942,http://www.imdb.com/title/tt0034492/,James Algar,animation
735,tt0034492,Wed Feb 26 23:10:09 2014,Wed Feb 26 23:10:09 2014,,Bambi,Feature Film,7.3,70,1942,105262,8/8/1942,http://www.imdb.com/title/tt0034492/,James Algar,drama
735,tt0034492,Wed Feb 26 23:10:09 2014,Wed Feb 26 23:10:09 2014,,Bambi,Feature Film,7.3,70,1942,105262,8/8/1942,http://www.imdb.com/title/tt0034492/,James Algar,family
736,tt0435705,Wed Feb 26 23:10:30 2014,Wed Feb 26 23:10:30 2014,,Next,Feature Film,6.2,96,2007,132485,4/25/2007,http://www.imdb.com/title/tt0435705/,Lee Tamahori,action
736,tt0435705,Wed Feb 26 23:10:30 2014,Wed Feb 26 23:10:30 2014,,Next,Feature Film,6.2,96,2007,132485,4/25/2007,http://www.imdb.com/title/tt0435705/,Lee Tamahori,sci_fi
736,tt0435705,Wed Feb 26 23:10:30 2014,Wed Feb 26 23:10:30 2014,,Next,Feature Film,6.2,96,2007,132485,4/25/2007,http://www.imdb.com/title/tt0435705/,Lee Tamahori,thriller
737,tt0119567,Wed Feb 26 23:10:47 2014,Wed Feb 26 23:10:47 2014,,The Lost World: Jurassic Park,Feature Film,6.5,129,1997,307112,5/19/1997,http://www.imdb.com/title/tt0119567/,Steven Spielberg,action
737,tt0119567,Wed Feb 26 23:10:47 2014,Wed Feb 26 23:10:47 2014,,The Lost World: Jurassic Park,Feature Film,6.5,129,1997,307112,5/19/1997,http://www.imdb.com/title/tt0119567/,Steven Spielberg,adventure
737,tt0119567,Wed Feb 26 23:10:47 2014,Wed Feb 26 23:10:47 2014,,The Lost World: Jurassic Park,Feature Film,6.5,129,1997,307112,5/19/1997,http://www.imdb.com/title/tt0119567/,Steven Spielberg,sci_fi
738,tt1217209,Wed Feb 26 23:11:35 2014,Wed Feb 26 23:11:35 2014,,Brave,Feature Film,7.2,93,2012,304337,6/10/2012,http://www.imdb.com/title/tt1217209/,Mark Andrews,animation
738,tt1217209,Wed Feb 26 23:11:35 2014,Wed Feb 26 23:11:35 2014,,Brave,Feature Film,7.2,93,2012,304337,6/10/2012,http://www.imdb.com/title/tt1217209/,Mark Andrews,adventure
738,tt1217209,Wed Feb 26 23:11:35 2014,Wed Feb 26 23:11:35 2014,,Brave,Feature Film,7.2,93,2012,304337,6/10/2012,http://www.imdb.com/title/tt1217209/,Mark Andrews,comedy
738,tt1217209,Wed Feb 26 23:11:35 2014,Wed Feb 26 23:11:35 2014,,Brave,Feature Film,7.2,93,2012,304337,6/10/2012,http://www.imdb.com/title/tt1217209/,Mark Andrews,family
738,tt1217209,Wed Feb 26 23:11:35 2014,Wed Feb 26 23:11:35 2014,,Brave,Feature Film,7.2,93,2012,304337,6/10/2012,http://www.imdb.com/title/tt1217209/,Mark Andrews,fantasy
738,tt1217209,Wed Feb 26 23:11:35 2014,Wed Feb 26 23:11:35 2014,,Brave,Feature Film,7.2,93,2012,304337,6/10/2012,http://www.imdb.com/title/tt1217209/,Mark Andrews,thriller
739,tt0467110,Wed Feb 26 23:11:36 2014,Wed Feb 26 23:11:36 2014,,Underdog,Feature Film,4.8,84,2007,16853,8/3/2007,http://www.imdb.com/title/tt0467110/,Frederik Du Chau,action
739,tt0467110,Wed Feb 26 23:11:36 2014,Wed Feb 26 23:11:36 2014,,Underdog,Feature Film,4.8,84,2007,16853,8/3/2007,http://www.imdb.com/title/tt0467110/,Frederik Du Chau,adventure
739,tt0467110,Wed Feb 26 23:11:36 2014,Wed Feb 26 23:11:36 2014,,Underdog,Feature Film,4.8,84,2007,16853,8/3/2007,http://www.imdb.com/title/tt0467110/,Frederik Du Chau,comedy
739,tt0467110,Wed Feb 26 23:11:36 2014,Wed Feb 26 23:11:36 2014,,Underdog,Feature Film,4.8,84,2007,16853,8/3/2007,http://www.imdb.com/title/tt0467110/,Frederik Du Chau,family
739,tt0467110,Wed Feb 26 23:11:36 2014,Wed Feb 26 23:11:36 2014,,Underdog,Feature Film,4.8,84,2007,16853,8/3/2007,http://www.imdb.com/title/tt0467110/,Frederik Du Chau,fantasy
739,tt0467110,Wed Feb 26 23:11:36 2014,Wed Feb 26 23:11:36 2014,,Underdog,Feature Film,4.8,84,2007,16853,8/3/2007,http://www.imdb.com/title/tt0467110/,Frederik Du Chau,sci_fi
740,tt2404463,Wed Feb 26 23:11:45 2014,Wed Feb 26 23:11:45 2014,,The Heat,Feature Film,6.6,117,2013,143335,6/23/2013,http://www.imdb.com/title/tt2404463/,Paul Feig,action
740,tt2404463,Wed Feb 26 23:11:45 2014,Wed Feb 26 23:11:45 2014,,The Heat,Feature Film,6.6,117,2013,143335,6/23/2013,http://www.imdb.com/title/tt2404463/,Paul Feig,comedy
740,tt2404463,Wed Feb 26 23:11:45 2014,Wed Feb 26 23:11:45 2014,,The Heat,Feature Film,6.6,117,2013,143335,6/23/2013,http://www.imdb.com/title/tt2404463/,Paul Feig,crime
741,tt0141369,Wed Feb 26 23:12:02 2014,Wed Feb 26 23:12:02 2014,,Inspector Gadget,Feature Film,4.1,78,1999,39117,7/18/1999,http://www.imdb.com/title/tt0141369/,David Kellogg,action
741,tt0141369,Wed Feb 26 23:12:02 2014,Wed Feb 26 23:12:02 2014,,Inspector Gadget,Feature Film,4.1,78,1999,39117,7/18/1999,http://www.imdb.com/title/tt0141369/,David Kellogg,adventure
741,tt0141369,Wed Feb 26 23:12:02 2014,Wed Feb 26 23:12:02 2014,,Inspector Gadget,Feature Film,4.1,78,1999,39117,7/18/1999,http://www.imdb.com/title/tt0141369/,David Kellogg,comedy
741,tt0141369,Wed Feb 26 23:12:02 2014,Wed Feb 26 23:12:02 2014,,Inspector Gadget,Feature Film,4.1,78,1999,39117,7/18/1999,http://www.imdb.com/title/tt0141369/,David Kellogg,family
741,tt0141369,Wed Feb 26 23:12:02 2014,Wed Feb 26 23:12:02 2014,,Inspector Gadget,Feature Film,4.1,78,1999,39117,7/18/1999,http://www.imdb.com/title/tt0141369/,David Kellogg,sci_fi
742,tt0479952,Wed Feb 26 23:13:24 2014,Wed Feb 26 23:13:24 2014,,Madagascar: Escape 2 Africa,Feature Film,6.7,89,2008,163379,10/30/2008,http://www.imdb.com/title/tt0479952/,Eric Darnell,animation
742,tt0479952,Wed Feb 26 23:13:24 2014,Wed Feb 26 23:13:24 2014,,Madagascar: Escape 2 Africa,Feature Film,6.7,89,2008,163379,10/30/2008,http://www.imdb.com/title/tt0479952/,Eric Darnell,action
742,tt0479952,Wed Feb 26 23:13:24 2014,Wed Feb 26 23:13:24 2014,,Madagascar: Escape 2 Africa,Feature Film,6.7,89,2008,163379,10/30/2008,http://www.imdb.com/title/tt0479952/,Eric Darnell,adventure
742,tt0479952,Wed Feb 26 23:13:24 2014,Wed Feb 26 23:13:24 2014,,Madagascar: Escape 2 Africa,Feature Film,6.7,89,2008,163379,10/30/2008,http://www.imdb.com/title/tt0479952/,Eric Darnell,comedy
742,tt0479952,Wed Feb 26 23:13:24 2014,Wed Feb 26 23:13:24 2014,,Madagascar: Escape 2 Africa,Feature Film,6.7,89,2008,163379,10/30/2008,http://www.imdb.com/title/tt0479952/,Eric Darnell,family
743,tt0349205,Wed Feb 26 23:13:42 2014,Wed Feb 26 23:13:42 2014,,Cheaper by the Dozen,Feature Film,5.8,98,2003,81046,12/25/2003,http://www.imdb.com/title/tt0349205/,Shawn Levy,comedy
743,tt0349205,Wed Feb 26 23:13:42 2014,Wed Feb 26 23:13:42 2014,,Cheaper by the Dozen,Feature Film,5.8,98,2003,81046,12/25/2003,http://www.imdb.com/title/tt0349205/,Shawn Levy,family
744,tt0472399,Wed Feb 26 23:14:18 2014,Wed Feb 26 23:14:18 2014,,The Mechanic,Feature Film,6.6,93,2011,132356,1/13/2011,http://www.imdb.com/title/tt0472399/,Simon West,action
744,tt0472399,Wed Feb 26 23:14:18 2014,Wed Feb 26 23:14:18 2014,,The Mechanic,Feature Film,6.6,93,2011,132356,1/13/2011,http://www.imdb.com/title/tt0472399/,Simon West,crime
744,tt0472399,Wed Feb 26 23:14:18 2014,Wed Feb 26 23:14:18 2014,,The Mechanic,Feature Film,6.6,93,2011,132356,1/13/2011,http://www.imdb.com/title/tt0472399/,Simon West,thriller
745,tt1091722,Wed Feb 26 23:14:42 2014,Wed Feb 26 23:14:42 2014,,Adventureland,Feature Film,6.8,107,2009,139570,1/19/2009,http://www.imdb.com/title/tt1091722/,Greg Mottola,comedy
745,tt1091722,Wed Feb 26 23:14:42 2014,Wed Feb 26 23:14:42 2014,,Adventureland,Feature Film,6.8,107,2009,139570,1/19/2009,http://www.imdb.com/title/tt1091722/,Greg Mottola,drama
745,tt1091722,Wed Feb 26 23:14:42 2014,Wed Feb 26 23:14:42 2014,,Adventureland,Feature Film,6.8,107,2009,139570,1/19/2009,http://www.imdb.com/title/tt1091722/,Greg Mottola,romance
746,tt0993846,Wed Feb 26 23:14:56 2014,Wed Feb 26 23:14:56 2014,,The Wolf of Wall Street,Feature Film,8.2,179,2013,904727,12/17/2013,http://www.imdb.com/title/tt0993846/,Martin Scorsese,biography
746,tt0993846,Wed Feb 26 23:14:56 2014,Wed Feb 26 23:14:56 2014,,The Wolf of Wall Street,Feature Film,8.2,179,2013,904727,12/17/2013,http://www.imdb.com/title/tt0993846/,Martin Scorsese,comedy
746,tt0993846,Wed Feb 26 23:14:56 2014,Wed Feb 26 23:14:56 2014,,The Wolf of Wall Street,Feature Film,8.2,179,2013,904727,12/17/2013,http://www.imdb.com/title/tt0993846/,Martin Scorsese,crime
746,tt0993846,Wed Feb 26 23:14:56 2014,Wed Feb 26 23:14:56 2014,,The Wolf of Wall Street,Feature Film,8.2,179,2013,904727,12/17/2013,http://www.imdb.com/title/tt0993846/,Martin Scorsese,drama
747,tt0070735,Thu Feb 27 22:02:16 2014,Thu Feb 27 22:02:16 2014,,The Sting,Feature Film,8.3,129,1973,195085,12/25/1973,http://www.imdb.com/title/tt0070735/,George Roy Hill,comedy
747,tt0070735,Thu Feb 27 22:02:16 2014,Thu Feb 27 22:02:16 2014,,The Sting,Feature Film,8.3,129,1973,195085,12/25/1973,http://www.imdb.com/title/tt0070735/,George Roy Hill,crime
747,tt0070735,Thu Feb 27 22:02:16 2014,Thu Feb 27 22:02:16 2014,,The Sting,Feature Film,8.3,129,1973,195085,12/25/1973,http://www.imdb.com/title/tt0070735/,George Roy Hill,drama
748,tt0114694,Fri Feb 28 20:28:45 2014,Fri Feb 28 20:28:45 2014,,Tommy Boy,Feature Film,7.1,97,1995,66515,3/31/1995,http://www.imdb.com/title/tt0114694/,Peter Segal,adventure
748,tt0114694,Fri Feb 28 20:28:45 2014,Fri Feb 28 20:28:45 2014,,Tommy Boy,Feature Film,7.1,97,1995,66515,3/31/1995,http://www.imdb.com/title/tt0114694/,Peter Segal,comedy
749,tt1375670,Fri Feb 28 20:32:49 2014,Fri Feb 28 20:32:49 2014,,Grown Ups,Feature Film,6,102,2010,195524,6/24/2010,http://www.imdb.com/title/tt1375670/,Dennis Dugan,comedy
750,tt1490017,Fri Feb 28 20:33:51 2014,Fri Feb 28 20:33:51 2014,,The Lego Movie,Feature Film,7.8,100,2014,276481,2/1/2014,http://www.imdb.com/title/tt1490017/,Phil Lord,animation
750,tt1490017,Fri Feb 28 20:33:51 2014,Fri Feb 28 20:33:51 2014,,The Lego Movie,Feature Film,7.8,100,2014,276481,2/1/2014,http://www.imdb.com/title/tt1490017/,Phil Lord,action
750,tt1490017,Fri Feb 28 20:33:51 2014,Fri Feb 28 20:33:51 2014,,The Lego Movie,Feature Film,7.8,100,2014,276481,2/1/2014,http://www.imdb.com/title/tt1490017/,Phil Lord,adventure
750,tt1490017,Fri Feb 28 20:33:51 2014,Fri Feb 28 20:33:51 2014,,The Lego Movie,Feature Film,7.8,100,2014,276481,2/1/2014,http://www.imdb.com/title/tt1490017/,Phil Lord,comedy
750,tt1490017,Fri Feb 28 20:33:51 2014,Fri Feb 28 20:33:51 2014,,The Lego Movie,Feature Film,7.8,100,2014,276481,2/1/2014,http://www.imdb.com/title/tt1490017/,Phil Lord,family
750,tt1490017,Fri Feb 28 20:33:51 2014,Fri Feb 28 20:33:51 2014,,The Lego Movie,Feature Film,7.8,100,2014,276481,2/1/2014,http://www.imdb.com/title/tt1490017/,Phil Lord,fantasy
751,tt1229340,Fri Feb 28 20:34:05 2014,Fri Feb 28 20:34:05 2014,,Anchorman 2: The Legend Continues,Feature Film,6.3,119,2013,143317,11/24/2013,http://www.imdb.com/title/tt1229340/,Adam McKay,comedy
752,tt0317303,Fri Feb 28 20:35:00 2014,Fri Feb 28 20:35:00 2014,,Daddy Day Care,Feature Film,5.5,92,2003,53623,5/4/2003,http://www.imdb.com/title/tt0317303/,Steve Carr,comedy
752,tt0317303,Fri Feb 28 20:35:00 2014,Fri Feb 28 20:35:00 2014,,Daddy Day Care,Feature Film,5.5,92,2003,53623,5/4/2003,http://www.imdb.com/title/tt0317303/,Steve Carr,family
753,tt2294629,Fri Feb 28 20:37:06 2014,Fri Feb 28 20:37:06 2014,,Frozen,Feature Film,7.5,102,2013,467653,11/10/2013,http://www.imdb.com/title/tt2294629/,Chris Buck,animation
753,tt2294629,Fri Feb 28 20:37:06 2014,Fri Feb 28 20:37:06 2014,,Frozen,Feature Film,7.5,102,2013,467653,11/10/2013,http://www.imdb.com/title/tt2294629/,Chris Buck,adventure
753,tt2294629,Fri Feb 28 20:37:06 2014,Fri Feb 28 20:37:06 2014,,Frozen,Feature Film,7.5,102,2013,467653,11/10/2013,http://www.imdb.com/title/tt2294629/,Chris Buck,comedy
753,tt2294629,Fri Feb 28 20:37:06 2014,Fri Feb 28 20:37:06 2014,,Frozen,Feature Film,7.5,102,2013,467653,11/10/2013,http://www.imdb.com/title/tt2294629/,Chris Buck,family
753,tt2294629,Fri Feb 28 20:37:06 2014,Fri Feb 28 20:37:06 2014,,Frozen,Feature Film,7.5,102,2013,467653,11/10/2013,http://www.imdb.com/title/tt2294629/,Chris Buck,fantasy
753,tt2294629,Fri Feb 28 20:37:06 2014,Fri Feb 28 20:37:06 2014,,Frozen,Feature Film,7.5,102,2013,467653,11/10/2013,http://www.imdb.com/title/tt2294629/,Chris Buck,musical
754,tt1454468,Fri Feb 28 20:45:50 2014,Fri Feb 28 20:45:50 2014,,Gravity,Feature Film,7.8,91,2013,643256,8/28/2013,http://www.imdb.com/title/tt1454468/,Alfonso Cuarón,drama
754,tt1454468,Fri Feb 28 20:45:50 2014,Fri Feb 28 20:45:50 2014,,Gravity,Feature Film,7.8,91,2013,643256,8/28/2013,http://www.imdb.com/title/tt1454468/,Alfonso Cuarón,sci_fi
754,tt1454468,Fri Feb 28 20:45:50 2014,Fri Feb 28 20:45:50 2014,,Gravity,Feature Film,7.8,91,2013,643256,8/28/2013,http://www.imdb.com/title/tt1454468/,Alfonso Cuarón,thriller
755,tt1204342,Fri Feb 28 20:49:54 2014,Fri Feb 28 20:49:54 2014,,The Muppets,Feature Film,7.1,103,2011,78680,11/4/2011,http://www.imdb.com/title/tt1204342/,James Bobin,adventure
755,tt1204342,Fri Feb 28 20:49:54 2014,Fri Feb 28 20:49:54 2014,,The Muppets,Feature Film,7.1,103,2011,78680,11/4/2011,http://www.imdb.com/title/tt1204342/,James Bobin,comedy
755,tt1204342,Fri Feb 28 20:49:54 2014,Fri Feb 28 20:49:54 2014,,The Muppets,Feature Film,7.1,103,2011,78680,11/4/2011,http://www.imdb.com/title/tt1204342/,James Bobin,family
755,tt1204342,Fri Feb 28 20:49:54 2014,Fri Feb 28 20:49:54 2014,,The Muppets,Feature Film,7.1,103,2011,78680,11/4/2011,http://www.imdb.com/title/tt1204342/,James Bobin,musical
756,tt0486946,Fri Feb 28 20:51:02 2014,Fri Feb 28 20:51:02 2014,,Wild Hogs,Feature Film,5.9,100,2007,104592,2/27/2007,http://www.imdb.com/title/tt0486946/,Walt Becker,action
756,tt0486946,Fri Feb 28 20:51:02 2014,Fri Feb 28 20:51:02 2014,,Wild Hogs,Feature Film,5.9,100,2007,104592,2/27/2007,http://www.imdb.com/title/tt0486946/,Walt Becker,adventure
756,tt0486946,Fri Feb 28 20:51:02 2014,Fri Feb 28 20:51:02 2014,,Wild Hogs,Feature Film,5.9,100,2007,104592,2/27/2007,http://www.imdb.com/title/tt0486946/,Walt Becker,comedy
757,tt0116705,Fri Feb 28 20:52:42 2014,Fri Feb 28 20:52:42 2014,,Jingle All the Way,Feature Film,5.5,89,1996,74745,11/16/1996,http://www.imdb.com/title/tt0116705/,Brian Levant,comedy
757,tt0116705,Fri Feb 28 20:52:42 2014,Fri Feb 28 20:52:42 2014,,Jingle All the Way,Feature Film,5.5,89,1996,74745,11/16/1996,http://www.imdb.com/title/tt0116705/,Brian Levant,family
758,tt0343135,Fri Feb 28 21:02:42 2014,Fri Feb 28 21:02:42 2014,,Along Came Polly,Feature Film,5.9,90,2004,112173,1/12/2004,http://www.imdb.com/title/tt0343135/,John Hamburg,comedy
758,tt0343135,Fri Feb 28 21:02:42 2014,Fri Feb 28 21:02:42 2014,,Along Came Polly,Feature Film,5.9,90,2004,112173,1/12/2004,http://www.imdb.com/title/tt0343135/,John Hamburg,romance
759,tt0343660,Fri Feb 28 21:02:44 2014,Fri Feb 28 21:02:44 2014,,50 First Dates,Feature Film,6.8,99,2004,285200,2/3/2004,http://www.imdb.com/title/tt0343660/,Peter Segal,comedy
759,tt0343660,Fri Feb 28 21:02:44 2014,Fri Feb 28 21:02:44 2014,,50 First Dates,Feature Film,6.8,99,2004,285200,2/3/2004,http://www.imdb.com/title/tt0343660/,Peter Segal,romance
760,tt0129387,Fri Feb 28 23:56:04 2014,Fri Feb 28 23:56:04 2014,,Theres Something About Mary,Feature Film,7.1,119,1998,260938,7/15/1998,http://www.imdb.com/title/tt0129387/,Bobby Farrelly,comedy
760,tt0129387,Fri Feb 28 23:56:04 2014,Fri Feb 28 23:56:04 2014,,Theres Something About Mary,Feature Film,7.1,119,1998,260938,7/15/1998,http://www.imdb.com/title/tt0129387/,Bobby Farrelly,romance
761,tt0077651,Sun Mar  2 01:08:14 2014,Sun Mar  2 01:08:14 2014,,Halloween,Feature Film,7.8,91,1978,175951,10/25/1978,http://www.imdb.com/title/tt0077651/,John Carpenter,horror
761,tt0077651,Sun Mar  2 01:08:14 2014,Sun Mar  2 01:08:14 2014,,Halloween,Feature Film,7.8,91,1978,175951,10/25/1978,http://www.imdb.com/title/tt0077651/,John Carpenter,thriller
762,tt0057012,Sun Mar  2 16:47:16 2014,Sun Mar  2 16:47:16 2014,,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Feature Film,8.5,95,1964,376984,1/29/1964,http://www.imdb.com/title/tt0057012/,Stanley Kubrick,comedy
762,tt0057012,Sun Mar  2 16:47:16 2014,Sun Mar  2 16:47:16 2014,,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Feature Film,8.5,95,1964,376984,1/29/1964,http://www.imdb.com/title/tt0057012/,Stanley Kubrick,war
763,tt0071562,Sun Mar  2 19:01:45 2014,Sun Mar  2 19:01:45 2014,,The Godfather: Part II,Feature Film,9,202,1974,883513,12/12/1974,http://www.imdb.com/title/tt0071562/,Francis Ford Coppola,crime
763,tt0071562,Sun Mar  2 19:01:45 2014,Sun Mar  2 19:01:45 2014,,The Godfather: Part II,Feature Film,9,202,1974,883513,12/12/1974,http://www.imdb.com/title/tt0071562/,Francis Ford Coppola,drama
764,tt0775552,Mon Mar  3 15:38:29 2014,Mon Mar  3 15:38:29 2014,,Aliens in the Attic,Feature Film,5.4,86,2009,18030,7/30/2009,http://www.imdb.com/title/tt0775552/,John Schultz,animation
764,tt0775552,Mon Mar  3 15:38:29 2014,Mon Mar  3 15:38:29 2014,,Aliens in the Attic,Feature Film,5.4,86,2009,18030,7/30/2009,http://www.imdb.com/title/tt0775552/,John Schultz,adventure
764,tt0775552,Mon Mar  3 15:38:29 2014,Mon Mar  3 15:38:29 2014,,Aliens in the Attic,Feature Film,5.4,86,2009,18030,7/30/2009,http://www.imdb.com/title/tt0775552/,John Schultz,comedy
764,tt0775552,Mon Mar  3 15:38:29 2014,Mon Mar  3 15:38:29 2014,,Aliens in the Attic,Feature Film,5.4,86,2009,18030,7/30/2009,http://www.imdb.com/title/tt0775552/,John Schultz,family
764,tt0775552,Mon Mar  3 15:38:29 2014,Mon Mar  3 15:38:29 2014,,Aliens in the Attic,Feature Film,5.4,86,2009,18030,7/30/2009,http://www.imdb.com/title/tt0775552/,John Schultz,fantasy
764,tt0775552,Mon Mar  3 15:38:29 2014,Mon Mar  3 15:38:29 2014,,Aliens in the Attic,Feature Film,5.4,86,2009,18030,7/30/2009,http://www.imdb.com/title/tt0775552/,John Schultz,sci_fi
765,tt0227538,Mon Mar  3 15:39:00 2014,Mon Mar  3 15:39:00 2014,,Spy Kids,Feature Film,5.4,88,2001,91444,3/18/2001,http://www.imdb.com/title/tt0227538/,Robert Rodriguez,action
765,tt0227538,Mon Mar  3 15:39:00 2014,Mon Mar  3 15:39:00 2014,,Spy Kids,Feature Film,5.4,88,2001,91444,3/18/2001,http://www.imdb.com/title/tt0227538/,Robert Rodriguez,adventure
765,tt0227538,Mon Mar  3 15:39:00 2014,Mon Mar  3 15:39:00 2014,,Spy Kids,Feature Film,5.4,88,2001,91444,3/18/2001,http://www.imdb.com/title/tt0227538/,Robert Rodriguez,comedy
765,tt0227538,Mon Mar  3 15:39:00 2014,Mon Mar  3 15:39:00 2014,,Spy Kids,Feature Film,5.4,88,2001,91444,3/18/2001,http://www.imdb.com/title/tt0227538/,Robert Rodriguez,family
765,tt0227538,Mon Mar  3 15:39:00 2014,Mon Mar  3 15:39:00 2014,,Spy Kids,Feature Film,5.4,88,2001,91444,3/18/2001,http://www.imdb.com/title/tt0227538/,Robert Rodriguez,sci_fi
